ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner
2546,2019-07-20,Argentina,New Zealand,16,20,2019 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
2547,2019-07-20,South Africa,Australia,35,17,2019 Rugby Championship,Ellis Park Stadium,Johannesburg,South Africa,False,False,home_team
2548,2019-07-27,Australia,Argentina,16,10,2019 Rugby Championship,Suncorp Stadium,Brisbane,Australia,False,False,home_team
2549,2019-07-27,New Zealand,South Africa,16,16,2019 Rugby Championship,Westpac Stadium,Wellington,New Zealand,False,False,
2550,2019-08-10,Ireland,Italy,29,10,2019 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland,False,False,home_team
2551,2019-08-10,Australia,New Zealand,47,26,2019 Rugby Championship,Perth Stadium,Perth,Australia,False,False,home_team
2552,2019-08-10,Argentina,South Africa,13,46,2019 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False,away_team
2553,2019-08-11,England,Wales,33,19,2019 Rugby World Cup warm-up,Twickenham,London,England,False,False,home_team
2554,2019-08-17,France,Scotland,32,3,2019 Rugby World Cup warm-up,Allianz Riviera,Nice,France,False,False,home_team
2555,2019-08-17,Wales,England,13,6,2019 Rugby World Cup warm-up,Millennium Stadium,Cardiff,Wales,False,False,home_team
2556,2019-08-17,New Zealand,Australia,36,0,2019 Rugby World Cup warm-up match,Eden Park,Auckland,New Zealand,False,False,home_team
2557,2019-08-17,South Africa,Argentina,24,18,2019 Rugby World Cup warm-up match,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,home_team
2558,2019-08-24,England,Ireland,57,15,2019 Rugby World Cup Warm-up,Twickenham,London,England,False,False,home_team
2559,2019-08-24,Scotland,France,17,14,2019 Rugby World Cup warm-up,Murrayfield,Edinburgh,Scotland,False,False,home_team
2560,2019-08-30,France,Italy,47,19,2019 Rugby World Cup warm-up match,Stade de France,Saint-Denis,France,False,False,home_team
2561,2019-08-31,Wales,Ireland,17,22,2019 Rugby World Cup warm-up tests,Millennium Stadium,Cardiff,Wales,False,False,away_team
2562,2019-09-06,England,Italy,37,0,2019 Rugby World Cup Warm-up,St James' Park,Newcastle upon Tyne,England,False,False,home_team
2563,2019-09-07,Ireland,Wales,19,10,2019 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland,False,False,home_team
2564,2019-09-21,France,Argentina,23,21,2019 Rugby World Cup Pool match,Tokyo Stadium,Tokyo,Japan,True,True,home_team
2565,2019-09-21,New Zealand,South Africa,23,13,2019 Rugby World Cup Pool B,International Stadium Yokohama,Yokohama,Japan,True,True,home_team
2566,2019-09-22,Ireland,Scotland,27,3,2019 Rugby World Cup,International Stadium Yokohama,Yokohama,Japan,True,True,home_team
2567,2019-09-29,Australia,Wales,25,29,2019 Rugby World Cup Pool match,Tokyo Stadium,Tokyo,Japan,True,True,away_team
2568,2019-10-04,South Africa,Italy,49,3,2019 Rugby World Cup,Shizuoka Stadium Ecopa,Fukuroi,Japan,True,True,home_team
2569,2019-10-05,England,Argentina,39,10,2019 Rugby World Cup Pool match,Tokyo Stadium,Tokyo,Japan,True,True,home_team
2570,2019-10-19,New Zealand,Ireland,46,14,2019 Rugby World Cup Quarter-final,Tokyo Stadium,Tokyo,Japan,True,True,home_team
2571,2019-10-19,England,Australia,40,16,2019 Rugby World Cup Quarter-final,Ōita Stadium,Ōita,Japan,True,True,home_team
2572,2019-10-20,Wales,France,20,19,2019 Rugby World Cup Quarter-finals,Ōita Stadium,Ōita,Japan,True,True,home_team
2573,2019-10-26,England,New Zealand,19,7,2019 Rugby World Cup Semi-final,Nissan Stadium,Yokohama,Japan,True,True,home_team
2574,2019-10-27,Wales,South Africa,16,19,2019 Rugby World Cup Semi-final,International Stadium Yokohama,Yokohama,Japan,True,True,away_team
2575,2019-11-01,New Zealand,Wales,40,17,2019 Rugby World Cup Bronze Final,Tokyo Stadium,Tokyo,Japan,True,True,home_team
2576,2019-11-02,England,South Africa,12,32,2019 Rugby World Cup Final,International Stadium Yokohama,Yokohama,Japan,True,True,away_team
2577,2020-02-01,Ireland,Scotland,19,12,2020 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2578,2020-02-01,Wales,Italy,42,0,2020 Six Nations,Millennium Stadium,Cardiff,Wales,False,False,home_team
2579,2020-02-02,France,England,24,17,2020 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2580,2020-02-08,Scotland,England,6,13,2020 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2581,2020-02-08,Ireland,Wales,24,14,2020 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2582,2020-02-09,France,Italy,35,22,2020 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2583,2020-02-22,Wales,France,23,27,2020 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
2584,2020-02-22,Italy,Scotland,0,17,2020 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2585,2020-02-23,England,Ireland,24,12,2020 Six Nations Championship,Twickenham,London,England,False,False,home_team
2586,2020-03-07,England,Wales,33,30,2020 Six Nations Championship,Twickenham,London,England,False,False,home_team
2587,2020-03-08,Scotland,France,28,17,2020 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
2588,2020-10-11,New Zealand,Australia,16,16,2020 Autumn International,Wellington Regional Stadium,Wellington,New Zealand,False,False,
2589,2020-10-18,New Zealand,Australia,27,7,2020 Autumn International,Eden Park,Auckland,New Zealand,False,False,home_team
2590,2020-10-24,Ireland,Italy,50,17,2020 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2591,2020-10-24,France,Wales,38,21,2020 Autumn International,Stade de France,Paris,France,False,False,home_team
2592,2020-10-31,Wales,Scotland,10,14,2020 Six Nations Championship,Parc y Scarlets,Llanelli,Wales,False,False,away_team
2593,2020-10-31,France,Ireland,35,27,2020 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2594,2020-10-31,Italy,England,5,34,2020 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2595,2020-10-31,Australia,New Zealand,5,43,2020 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,away_team
2596,2020-11-07,Australia,New Zealand,24,22,2020 Tri Nations Series,Lang Park,Brisbane,Australia,False,False,home_team
2597,2020-11-13,Ireland,Wales,32,9,Autumn Nations Cup,Aviva Stadium,Dublin,Ireland,False,False,home_team
2598,2020-11-14,New Zealand,Argentina,15,25,2020 Tri Nations Series,Bankwest Stadium,Sydney,Australia,True,False,away_team
2599,2020-11-14,Italy,Scotland,17,28,Autumn Nations Cup,Stadio Artemio Franchi,Florence,Italy,False,False,away_team
2600,2020-11-21,England,Ireland,18,7,Autumn Nations Cup,Twickenham,London,England,False,False,home_team
2601,2020-11-21,Australia,Argentina,15,15,2020 Tri Nations Series,McDonald Jones Stadium,Newcastle,Australia,False,False,
2602,2020-11-22,Scotland,France,15,22,Autumn Nations Cup,Murrayfield,Edinburgh,Scotland,False,False,away_team
2603,2020-11-28,Argentina,New Zealand,0,38,2020 Tri Nations Series,McDonald Jones stadium,Newcastle,Australia,True,False,away_team
2604,2020-11-28,France,Italy,36,5,Autumn Nations Cup,Stade de France,Saint-Denis,France,False,False,home_team
2605,2020-11-28,Wales,England,13,24,Autumn Nations Cup,Parc y Scarlets,Llanelli,Wales,False,False,away_team
2606,2020-12-05,Ireland,Scotland,31,16,Autumn Nations Cup,Aviva Stadium,Dublin,Ireland,False,False,home_team
2607,2020-12-05,Wales,Italy,38,18,Autumn Nations Cup,Parc y Scarlets,Llanelli,Wales,False,False,home_team
2608,2020-12-05,Australia,Argentina,16,16,2020 Tri Nations Series,Bankwest Stadium,Sydney,Australia,False,False,
2609,2020-12-06,England,France,22,19,Autumn Nations Cup Final,Twickenham,London,England,False,False,home_team
2610,2021-02-06,Italy,France,10,50,2021 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2611,2021-02-06,England,Scotland,6,11,2021 Six Nations Championship,Twickenham Stadium,London,England,False,False,away_team
2612,2021-02-07,Wales,Ireland,21,16,2021 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2613,2021-02-13,Scotland,Wales,24,25,2021 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2614,2021-02-13,England,Italy,41,18,2021 Six Nations Championship,Twickenham,London,England,False,False,home_team
2615,2021-02-14,Ireland,France,13,15,2021 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,away_team
2616,2021-02-27,Italy,Ireland,10,48,2021 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2617,2021-02-27,Wales,England,40,24,2021 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2618,2021-03-13,England,France,23,20,2021 Six Nations Championship,Twickenham,London,England,False,False,home_team
2619,2021-03-13,Italy,Wales,7,48,2021 Six Nations,Stadio Olimpico,Rome,Italy,False,False,away_team
2620,2021-03-14,Scotland,Ireland,24,27,2021 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
2621,2021-03-20,France,Wales,32,30,2021 Six Nations Championship,Stade de France,Paris,France,False,False,home_team
2622,2021-03-20,Ireland,England,32,18,2021 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2623,2021-03-20,Scotland,Italy,52,10,2021 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
2624,2021-03-26,France,Scotland,23,27,2021 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,away_team
2625,2021-07-07,Australia,France,23,21,2021 France tour of Australia,Lang Park,Brisbane,Australia,False,False,home_team
2626,2021-07-10,Wales,Argentina,20,20,2021 Argentina tour of Europe,Millennium Stadium,Cardiff,Wales,False,False,
2627,2021-07-13,Australia,France,26,28,2021 France tour of Australia,Melbourne Rectangular Stadium,Melbourne,Australia,False,False,away_team
2628,2021-07-17,Australia,France,33,30,2021 France tour of Australia,Lang Park,Brisbane,Australia,False,False,home_team
2629,2021-07-17,Wales,Argentina,33,11,2021 Argentina tour of Europe,Millennium Stadium,Cardiff,Wales,False,False,home_team
2630,2021-08-07,New Zealand,Australia,33,25,2021 Summer International,Eden Park,Auckland,New Zealand,False,False,home_team
2631,2021-08-14,New Zealand,Australia,57,22,2021 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,home_team
2632,2021-08-14,South Africa,Argentina,32,12,2021 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False,home_team
2633,2021-08-21,South Africa,Argentina,29,10,2021 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False,home_team
2634,2021-09-05,Australia,New Zealand,21,38,2021 Rugby Championship,Perth Stadium,Perth,Australia,False,False,away_team
2635,2021-09-11,Argentina,New Zealand,0,39,2021 Rugby Championship,Cbus Super Stadium,Gold Coast,Australia,True,False,away_team
2636,2021-09-11,Australia,South Africa,28,26,2021 Rugby Championship,Robina Stadium,Gold Coast,Australia,False,False,home_team
2637,2021-09-18,Australia,South Africa,30,17,2021 Rugby Championship,Lang Park,Brisbane,Australia,False,False,home_team
2638,2021-09-18,New Zealand,Argentina,36,13,2021 Rugby Championship,Suncorp Stadium,Brisbane,Australia,True,False,home_team
2639,2021-09-25,New Zealand,South Africa,19,17,2021 Rugby Championship,North Queensland Stadium,Townsville,Australia,True,False,home_team
2640,2021-09-25,Australia,Argentina,27,8,2021 Rugby Championship,North Queensland Stadium,Townsville,Australia,False,False,home_team
2641,2021-10-02,New Zealand,South Africa,29,31,2021 Rugby Championship,Robina Stadium,Gold Coast,Australia,True,False,away_team
2642,2021-10-02,Australia,Argentina,32,17,2021 Rugby Championship,Robina Stadium,Gold Coast,Australia,False,False,home_team
2643,2021-10-30,Wales,New Zealand,16,54,2021 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
2644,2021-11-05,France,Argentina,29,20,2021 Autumn International,Stade de France,Saint-Denis,France,False,False,home_team
2645,2021-11-06,Italy,New Zealand,9,47,2021 end-of-year rugby union internationals,Stadio Olimpico,Rome,Italy,False,False,away_team
2646,2021-11-06,Wales,South Africa,18,23,2021 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
2647,2021-11-06,Scotland,Australia,15,13,2021 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2648,2021-11-13,Italy,Argentina,16,37,2021 end of year test,Stadio Comunale di Monigo,Treviso,Italy,False,False,away_team
2649,2021-11-13,England,Australia,32,15,2021 Autumn International,Twickenham Stadium,London,England,False,False,home_team
2650,2021-11-13,Scotland,South Africa,15,30,2021 Autumn International,Murrayfield,Edinburgh,Scotland,False,False,away_team
2651,2021-11-13,Ireland,New Zealand,29,20,2021 Autumn International,Aviva Stadium,Dublin,Ireland,False,False,home_team
2652,2021-11-20,Wales,Australia,29,28,2021 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,home_team
2653,2021-11-20,England,South Africa,27,26,2021 Autumn International,Twickenham,London,England,False,False,home_team
2654,2021-11-20,France,New Zealand,40,25,2021 end-of year test,Stade de France,Saint-Denis,France,False,False,home_team
2655,2021-11-21,Ireland,Argentina,53,7,2021 Autumn Internationals,Aviva Stadium,Dublin,Ireland,False,False,home_team
2656,2022-02-05,Ireland,Wales,29,7,2022 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2657,2022-02-05,Scotland,England,20,17,2022 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
2658,2022-02-07,France,Italy,37,10,2022 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2659,2022-02-12,France,Ireland,30,24,2022 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2660,2022-02-12,Wales,Scotland,20,17,2022 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
2661,2022-02-13,Italy,England,0,33,2022 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2662,2022-02-26,Scotland,France,17,36,2022 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
2663,2022-02-26,England,Wales,23,19,2022 Six Nations Championship,Twickenham,London,England,False,False,home_team
2664,2022-02-28,Ireland,Italy,57,6,2022 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2665,2022-03-11,Wales,France,9,13,2022 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
2666,2022-03-12,England,Ireland,15,32,2022 Six Nations Championship,Twickenham,London,England,False,False,away_team
2667,2022-03-12,Italy,Scotland,22,33,2022 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False,away_team
2668,2022-03-19,Ireland,Scotland,26,5,2022 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False,home_team
2669,2022-03-19,Wales,Italy,21,22,2022 Six Nations,Millennium Stadium,Cardiff,Wales,False,False,away_team
2670,2022-03-20,France,England,25,13,2022 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
2671,2022-07-02,Argentina,Scotland,26,18,2022 Scotland tour of Argentina,Estadio 23 de Agosto,San Salvador de Jujuy,Argentina,False,False,home_team
2672,2022-07-02,New Zealand,Ireland,42,19,2022 Ireland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team
2673,2022-07-02,South Africa,Wales,32,29,2022 Wales tour of South Africa,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,home_team
2674,2022-07-02,Australia,England,30,28,2022 England tour of Australia,Perth Stadium,Perth,Australia,False,False,home_team
2675,2022-07-09,South Africa,Wales,12,13,2022 Wales tour of South Africa,Free State Stadium,Bloemfontein,South Africa,False,False,away_team
2676,2022-07-09,Australia,England,17,25,2022 England tour of Australia,Lang Park,Brisbane,Australia,False,False,away_team
2677,2022-07-09,New Zealand,Ireland,12,23,2022 Ireland rugby union tour of New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,away_team
2678,2022-07-09,Argentina,Scotland,6,29,2022 Scotland tour of Argentina,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False,away_team
2679,2022-07-16,Australia,England,17,21,2022 England tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,away_team
